,price,beds,livings,wc,area,street_width,age,ketchen,ac,furnished,district,advertiser_type,review,onMarket,IsRent
925,22000,3,1,2,120.0,20.0,1.0,True,False,True,حي الرمال,exclusive_marketer,5.0,72,True
938,28000,1,1,1,80.0,35.0,3.0,True,True,False,حي غرناطة,exclusive_marketer,1.0,25,False
940,23000,1,0,1,120.0,38.0,0.0,True,True,False,حي العارض,undefined,5.0,17,False
942,40000,3,1,3,160.0,20.0,0.0,True,True,False,حي العارض,normal_marketer,4.47,3,True
949,30000,1,1,1,150.0,20.0,0.0,True,True,False,حي الياسمين,owner,4.17,133,False
956,27000,2,1,1,150.0,30.0,2.0,True,True,False,حي اليرموك,normal_marketer,4.15,34,False
961,70000,3,2,4,100.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.0,23,False
962,23000,1,1,1,60.0,22.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,34,True
963,42000,3,1,3,170.0,15.0,0.0,True,False,False,حي قرطبة,exclusive_marketer,4.35,4,True
967,48000,5,1,4,313.0,20.0,10.0,False,False,False,حي المونسية,exclusive_marketer,4.23,34,False
968,35000,3,1,2,140.0,16.0,2.0,False,False,False,حي العارض,normal_marketer,3.94,6,True
980,50000,3,0,3,150.0,19.0,0.0,True,True,False,حي قرطبة,normal_marketer,4.44,45,False
983,45000,3,1,3,145.0,20.0,0.0,True,True,False,حي المونسية,exclusive_marketer,4.26,17,True
987,42000,3,1,2,120.0,15.0,6.0,True,False,True,حي الياسمين,exclusive_marketer,3.77,44,True
989,25000,3,1,2,200.0,20.0,0.0,True,False,False,حي الرمال,owner,0.0,34,False
997,85000,4,1,4,350.0,28.0,0.0,True,True,False,حي النرجس,normal_marketer,4.79,70,False
999,55000,2,2,2,160.0,16.0,1.0,True,True,False,حي النرجس,normal_marketer,5.0,89,False
1002,33000,3,2,3,130.0,20.0,0.0,False,True,False,حي العارض,normal_marketer,5.0,48,True
1004,25000,2,1,1,100.0,30.0,0.0,True,True,True,حي اليرموك,exclusive_marketer,4.59,25,False
1008,31000,3,1,2,120.0,15.0,0.0,False,False,False,حي العارض,normal_marketer,5.0,79,True
1009,80000,3,1,3,180.0,30.0,0.0,True,True,False,حي النرجس,agent,3.48,22,False
1015,45000,3,1,2,150.0,20.0,0.0,True,False,False,حي النرجس,normal_marketer,3.43,23,True
1016,48000,2,1,2,200.0,37.0,1.0,True,True,False,حي الياسمين,exclusive_marketer,4.48,26,False
1021,25000,1,1,1,60.0,22.0,2.0,True,True,False,حي المونسية,owner,4.52,62,False
1022,85000,4,1,4,152.0,20.0,0.0,True,True,False,حي غرناطة,owner,0.0,48,False
1027,40000,3,1,3,130.0,20.0,2.0,True,True,False,حي العارض,exclusive_marketer,3.94,24,False
1033,80000,3,0,3,180.0,36.0,0.0,True,False,False,حي الياسمين,normal_marketer,4.75,11,True
1034,85000,3,1,3,160.0,22.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.0,36,False
1036,57000,4,1,3,250.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.31,25,True
1039,32000,4,1,3,160.0,18.0,3.0,True,False,False,حي المونسية,owner,4.33,8,True
1048,75000,3,1,3,155.0,23.0,0.0,True,True,False,حي غرناطة,normal_marketer,4.44,28,False
1049,35000,3,1,2,150.0,15.0,2.0,True,True,False,حي العارض,normal_marketer,4.36,3,True
1055,95000,5,2,2,250.0,36.0,0.0,True,False,False,حي العارض,normal_marketer,4.29,18,True
1057,20000,1,1,1,170.0,39.0,4.0,True,True,False,حي اليرموك,agent,4.29,13,True
1058,85000,5,1,5,180.0,30.0,0.0,True,True,False,حي العارض,exclusive_marketer,0.0,27,True
1063,67000,5,1,4,250.0,20.0,0.0,True,True,False,حي العارض,owner,4.88,32,False
1069,88000,3,2,3,200.0,36.0,0.0,True,True,False,حي الياسمين,owner,4.28,18,True
1070,43000,3,1,2,170.0,36.0,1.0,True,False,False,حي قرطبة,normal_marketer,4.47,11,True
1073,24000,3,1,2,300.0,15.0,0.0,True,False,False,حي الرمال,exclusive_marketer,4.0,52,False
1074,45000,3,1,2,120.0,22.0,7.0,True,True,False,حي قرطبة,exclusive_marketer,0.0,62,False
1075,45000,3,1,2,262.0,13.0,1.0,True,True,False,حي النرجس,agent,4.54,40,True
1078,26000,4,1,3,140.0,20.0,3.0,False,False,False,حي اليرموك,agent,4.3,54,False
1079,34000,3,1,2,250.0,18.0,0.0,True,True,False,حي العارض,owner,3.97,17,False
1080,50000,3,1,2,300.0,15.0,0.0,True,True,False,حي النرجس,owner,0.0,22,True
1084,135000,3,1,1,130.0,15.0,3.0,True,True,True,حي النرجس,normal_marketer,4.43,46,True
1087,40000,2,1,2,150.0,15.0,0.0,False,False,False,حي العارض,normal_marketer,3.94,24,False
1097,26000,1,1,1,50.0,20.0,4.0,True,True,False,حي النرجس,owner,4.52,66,False
1098,46000,3,1,2,150.0,18.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.31,18,False
1100,80000,3,2,3,140.0,30.0,0.0,True,True,False,حي النرجس,owner,4.43,49,False
1101,50000,3,1,2,180.0,16.0,0.0,True,True,False,حي النرجس,normal_marketer,3.69,18,False
1103,22000,1,0,1,90.0,19.0,3.0,True,True,False,حي الياسمين,owner,4.07,127,False
1104,45000,4,1,2,154.0,15.0,0.0,True,False,False,حي النرجس,owner,0.0,17,False
1106,78000,3,1,3,165.0,42.0,0.0,True,True,False,حي النرجس,exclusive_marketer,3.95,29,False
1112,65000,3,1,3,160.0,35.0,2.0,True,True,False,حي الياسمين,exclusive_marketer,4.26,41,False
1114,22000,3,1,2,150.0,20.0,0.0,True,False,False,حي الرمال,owner,5.0,4,True
1116,35000,3,1,2,160.0,20.0,0.0,True,True,False,حي المونسية,agent,4.34,8,True
1120,45000,4,1,3,180.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.67,12,True
1124,85000,3,1,3,180.0,26.0,0.0,True,True,True,حي الياسمين,owner,4.85,42,False
1128,40000,3,1,2,130.0,18.0,0.0,True,True,False,حي قرطبة,normal_marketer,4.06,2,True
1129,50000,5,1,3,230.0,28.0,0.0,True,True,False,حي العارض,normal_marketer,4.75,40,False
1130,40000,3,1,2,130.0,16.0,0.0,True,False,False,حي الياسمين,normal_marketer,4.44,43,True
1132,45000,2,1,1,200.0,20.0,7.0,True,True,False,حي النرجس,normal_marketer,4.39,10,True
1134,45000,3,1,2,200.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,3.69,2,True
1138,34000,3,1,2,250.0,22.0,0.0,True,True,False,حي العارض,owner,3.97,17,False
1144,40000,3,1,2,100.0,20.0,2.0,False,True,False,حي النرجس,normal_marketer,4.47,50,False
1148,48000,3,1,2,156.0,20.0,0.0,True,True,False,حي قرطبة,owner,5.0,48,True
1151,30000,3,1,2,120.0,20.0,5.0,False,True,False,حي العارض,exclusive_marketer,3.75,29,False
1152,55000,3,1,2,190.0,36.0,3.0,True,True,False,حي النرجس,normal_marketer,4.47,6,True
1154,52000,4,1,3,150.0,30.0,4.0,True,True,False,حي قرطبة,exclusive_marketer,4.56,21,True
1156,50000,3,2,3,197.0,15.0,2.0,True,True,False,حي النرجس,exclusive_marketer,4.52,19,False
1157,65000,3,2,3,150.0,37.0,1.0,True,True,False,حي النرجس,normal_marketer,4.79,18,False
1163,27000,1,1,1,150.0,21.0,0.0,True,True,False,حي النرجس,owner,4.17,128,False
1169,24000,1,1,1,100.0,38.0,1.0,True,True,False,حي قرطبة,exclusive_marketer,3.4,31,False
1171,38000,3,1,4,200.0,15.0,0.0,True,False,False,حي الياسمين,normal_marketer,3.92,18,True
1172,65000,3,2,4,170.0,36.0,0.0,True,True,False,حي العارض,undefined,4.68,103,False
1175,45000,3,1,2,150.0,16.0,4.0,True,True,False,حي النرجس,exclusive_marketer,4.0,85,True
1176,41000,3,1,2,95.0,30.0,7.0,True,True,False,حي النرجس,owner,4.49,23,True
1178,70000,3,2,3,200.0,35.0,0.0,True,True,False,حي المونسية,exclusive_marketer,4.54,37,False
1181,65000,4,1,5,186.0,30.0,0.0,False,False,False,حي العارض,owner,5.0,160,False
1184,30000,1,1,1,90.0,25.0,1.0,True,True,False,حي العارض,exclusive_marketer,4.37,78,False
1188,30000,3,1,2,180.0,20.0,0.0,True,False,False,حي العارض,exclusive_marketer,4.58,58,False
1191,70000,4,1,3,134.0,36.0,0.0,True,True,False,حي العارض,normal_marketer,3.96,22,False
1192,17000,1,0,1,40.0,13.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,25,False
1195,48000,3,1,2,95.0,30.0,0.0,True,True,False,حي النرجس,owner,4.49,30,False
1198,75000,3,2,2,150.0,30.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.34,58,False
1200,22000,3,1,2,200.0,18.0,0.0,False,False,False,حي الرمال,exclusive_marketer,4.46,27,False
1204,2600,1,1,1,60.0,22.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,13,True
1207,48000,3,1,2,121.0,25.0,1.0,True,True,False,حي الياسمين,normal_marketer,4.52,12,True
1212,27000,3,1,2,122.0,21.0,3.0,False,False,False,حي اليرموك,exclusive_marketer,4.72,64,False
1215,70000,4,1,3,200.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.0,25,True
1218,19000,1,0,1,70.0,32.0,2.0,False,True,True,حي اليرموك,exclusive_marketer,4.43,84,True
1227,44000,3,1,2,150.0,15.0,2.0,True,True,False,حي النرجس,normal_marketer,4.2,23,False
1231,70000,4,1,4,250.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,3.96,25,True
1237,45000,3,1,2,300.0,15.0,0.0,False,True,False,حي قرطبة,agent,5.0,28,False
1245,35000,3,1,2,80.0,15.0,2.0,True,True,False,حي النرجس,agent,4.48,19,False
1248,40000,3,1,2,160.0,20.0,0.0,False,False,False,حي النرجس,normal_marketer,4.47,19,True
1250,70000,4,1,4,206.0,25.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.63,24,False
1251,27000,1,1,1,80.0,30.0,2.0,True,True,True,حي اليرموك,owner,4.37,30,True
1253,21000,1,1,1,150.0,30.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,5.0,79,False
1256,30000,1,1,1,75.0,30.0,2.0,True,True,False,حي الياسمين,owner,4.5,103,False
1266,36000,2,1,2,200.0,15.0,5.0,True,True,False,حي النرجس,normal_marketer,3.92,18,True
1273,18000,1,0,1,40.0,23.0,0.0,True,True,False,حي غرناطة,exclusive_marketer,4.43,45,True
1278,38000,3,1,2,140.0,22.0,2.0,True,True,False,حي قرطبة,normal_marketer,4.75,2,True
1280,45000,3,0,3,120.0,20.0,0.0,True,False,False,حي النرجس,exclusive_marketer,1.0,8,True
1281,30000,3,1,2,133.0,11.0,0.0,True,False,False,حي العارض,normal_marketer,4.06,4,True
1287,40000,2,1,2,150.0,18.0,2.0,True,False,False,حي النرجس,owner,4.88,47,False
1289,30000,3,1,2,150.0,25.0,0.0,True,False,False,حي المونسية,exclusive_marketer,4.63,65,False
1296,43000,2,1,4,130.0,30.0,3.0,True,True,False,حي العارض,exclusive_marketer,4.71,12,True
1299,70000,3,2,3,170.0,35.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.26,28,False
1300,40000,2,1,2,100.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.44,16,True
1301,40000,3,1,2,150.0,15.0,3.0,True,True,False,حي قرطبة,normal_marketer,3.94,1,True
1304,55000,4,1,4,166.0,36.0,0.0,True,True,False,حي اليرموك,normal_marketer,4.71,51,True
1305,65000,4,1,3,180.0,15.0,0.0,True,False,False,حي النرجس,normal_marketer,4.67,20,False
1316,87000,4,1,3,170.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,49,False
1318,41000,2,1,2,250.0,16.0,7.0,True,True,False,حي قرطبة,exclusive_marketer,4.1,20,False
1325,24000,3,0,2,100.0,20.0,1.0,True,False,False,حي العارض,owner,5.0,8,True
1329,80000,3,1,3,182.0,30.0,0.0,True,True,False,حي النرجس,owner,5.0,130,False
1338,24000,3,1,2,320.0,15.0,0.0,False,False,False,حي القادسية,exclusive_marketer,4.0,16,True
1339,35000,3,1,2,110.0,20.0,3.0,True,False,False,حي العارض,exclusive_marketer,3.94,11,True
1340,20000,1,1,1,40.0,31.0,5.0,True,True,False,حي اليرموك,exclusive_marketer,4.16,38,False
1344,32000,2,1,2,250.0,20.0,0.0,True,True,False,حي النرجس,owner,3.97,4,True
1349,42000,3,1,3,130.0,15.0,2.0,True,True,False,حي النرجس,normal_marketer,3.75,48,False
1351,27000,2,1,1,100.0,37.0,12.0,True,True,False,حي اليرموك,normal_marketer,0.0,73,False
1357,95000,3,1,4,100.0,18.0,1.0,True,False,False,حي العارض,normal_marketer,4.0,41,False
1363,45000,3,1,3,150.0,15.0,0.0,True,True,False,حي المونسية,normal_marketer,4.44,6,True
1364,46000,3,1,2,120.0,14.0,2.0,True,True,False,حي الياسمين,owner,4.29,18,True
1372,85000,4,1,4,144.0,26.0,0.0,True,True,False,حي غرناطة,exclusive_marketer,4.34,69,False
1377,55000,3,1,1,300.0,20.0,2.0,True,True,True,حي النرجس,normal_marketer,4.43,38,False
1380,28000,1,1,1,100.0,23.0,0.0,True,True,False,حي اليرموك,normal_marketer,5.0,161,False
1381,55000,3,2,3,300.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.44,23,True
1382,22000,3,1,2,150.0,20.0,0.0,False,False,False,حي الرمال,exclusive_marketer,4.56,23,False
1386,30000,3,1,2,130.0,20.0,6.0,True,False,False,حي العارض,normal_marketer,3.67,19,True
1387,45000,3,1,2,150.0,36.0,4.0,True,True,False,حي الياسمين,agent,3.94,17,True
1392,23000,1,1,1,150.0,24.0,4.0,True,True,False,حي اليرموك,agent,4.26,27,False
1395,40000,4,1,3,130.0,15.0,0.0,True,False,False,حي العارض,normal_marketer,4.44,57,False
1397,40000,3,1,2,110.0,31.0,5.0,True,False,False,حي العارض,exclusive_marketer,4.16,68,True
1399,60000,4,1,3,200.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.56,54,False
1401,23000,1,1,1,40.0,32.0,4.0,True,True,False,حي المونسية,exclusive_marketer,4.16,76,False
1403,60000,4,1,3,150.0,40.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.58,96,False
1405,33000,3,0,2,170.0,15.0,4.0,True,True,False,حي النرجس,exclusive_marketer,4.35,79,False
1408,25000,3,1,2,130.0,20.0,0.0,True,False,False,حي الرمال,owner,4.29,17,False
1409,32000,1,1,1,125.0,29.0,3.0,True,True,False,حي الياسمين,owner,4.07,117,False
1410,20000,1,0,1,50.0,39.0,0.0,True,True,False,حي النرجس,exclusive_marketer,3.4,46,False
1412,46000,3,1,2,70.0,21.0,1.0,False,True,False,حي الياسمين,owner,4.29,23,True
1415,40000,3,1,2,220.0,32.0,7.0,True,True,False,حي اليرموك,normal_marketer,4.43,108,True
1416,95000,3,1,2,240.0,40.0,0.0,True,True,True,حي النرجس,owner,0.0,30,False
1417,30000,3,1,2,120.0,20.0,5.0,False,True,False,حي العارض,exclusive_marketer,3.75,29,False
1423,50000,5,0,2,120.0,30.0,4.0,True,True,True,حي العارض,agent,3.72,36,False
1426,22000,1,1,1,100.0,30.0,3.0,True,True,False,حي اليرموك,owner,4.37,30,True
1428,65000,3,1,3,200.0,20.0,0.0,True,True,False,حي الياسمين,agent,4.38,12,True
1430,100000,3,1,3,216.0,30.0,1.0,True,False,False,حي الياسمين,owner,4.43,93,False
1431,50000,3,1,2,125.0,20.0,0.0,True,True,False,حي العارض,normal_marketer,3.96,9,True
1432,40000,3,1,2,160.0,20.0,1.0,False,False,False,حي العارض,normal_marketer,4.47,7,True
1433,22000,3,2,2,150.0,25.0,0.0,True,False,False,حي الرمال,exclusive_marketer,4.84,19,True
1434,45000,3,2,3,150.0,15.0,0.0,False,False,False,حي النرجس,exclusive_marketer,4.26,12,True
1435,50000,3,1,3,150.0,14.0,0.0,True,False,False,حي العارض,normal_marketer,3.94,25,False
1443,60000,4,1,3,150.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,4.31,20,True
1447,30000,2,1,1,80.0,36.0,9.0,True,False,False,حي قرطبة,exclusive_marketer,4.41,17,True
1453,17000,1,0,1,300.0,26.0,0.0,True,True,False,حي اليرموك,owner,4.28,21,True
1454,37500,3,1,2,130.0,30.0,7.0,True,True,False,حي قرطبة,owner,5.0,8,True
1455,40000,3,1,2,150.0,36.0,3.0,True,True,False,حي الياسمين,agent,3.94,28,True
1457,25000,1,1,1,60.0,28.0,4.0,True,True,False,حي المونسية,owner,4.52,62,False
1459,35000,3,1,3,85.0,25.0,0.0,True,True,False,حي العارض,owner,0.0,38,False
1460,32000,1,1,1,80.0,30.0,1.0,True,True,False,حي العارض,exclusive_marketer,4.43,9,True
1461,40000,3,1,2,150.0,15.0,0.0,True,True,False,حي العارض,undefined,4.28,47,False
1469,74000,3,1,3,140.0,36.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.22,18,True
1472,30000,2,1,2,150.0,36.0,4.0,True,False,False,حي اليرموك,exclusive_marketer,4.6,10,True
1475,75000,3,1,3,166.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,76,False
1479,30000,3,1,2,160.0,14.0,1.0,False,False,False,حي النرجس,exclusive_marketer,5.0,31,False
1482,27000,2,1,1,200.0,29.0,5.0,True,True,False,حي غرناطة,agent,4.26,34,True
1487,50000,3,1,3,120.0,15.0,0.0,True,True,False,حي النرجس,owner,5.0,62,False
1498,36000,3,1,2,120.0,15.0,2.0,True,True,False,حي النرجس,normal_marketer,4.08,8,True
1504,30000,2,1,2,75.0,30.0,5.0,True,True,False,حي العارض,exclusive_marketer,4.16,35,False
1509,28000,3,1,2,140.0,15.0,3.0,True,False,False,حي العارض,owner,4.44,44,False
1511,32000,2,1,2,250.0,24.0,0.0,True,True,False,حي النرجس,owner,0.0,18,False
1514,70000,4,2,4,180.0,35.0,0.0,True,True,False,حي الياسمين,owner,3.81,37,False
1516,23000,3,1,2,150.0,25.0,1.0,True,False,False,حي الرمال,normal_marketer,4.22,34,True
1519,65000,3,2,4,170.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.68,65,False
1524,30000,2,1,1,80.0,9.0,5.0,True,True,False,حي غرناطة,exclusive_marketer,4.67,125,False
1528,25000,1,1,1,80.0,20.0,3.0,True,True,False,حي المونسية,normal_marketer,4.78,53,True
1530,23000,3,1,2,100.0,20.0,0.0,False,False,False,حي الرمال,owner,0.0,31,True
1532,30000,2,1,1,100.0,20.0,4.0,True,True,False,حي غرناطة,normal_marketer,4.31,88,True
1533,23000,1,1,1,110.0,26.0,0.0,True,True,False,حي اليرموك,owner,4.28,97,False
1535,45000,3,1,2,150.0,15.0,2.0,True,True,False,حي النرجس,agent,4.54,42,True
1536,60000,3,3,4,160.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.85,13,True
1539,22000,1,1,1,80.0,32.0,3.0,True,True,False,حي اليرموك,exclusive_marketer,1.0,27,False
1543,42000,3,1,2,160.0,36.0,0.0,True,False,False,حي قرطبة,normal_marketer,4.2,14,True
1545,35000,3,1,3,200.0,20.0,2.0,True,True,False,حي النرجس,owner,3.97,31,True
1548,38000,3,1,2,150.0,13.0,0.0,True,True,False,حي النرجس,normal_marketer,4.17,6,True
1550,25000,2,1,2,110.0,30.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.59,25,True
1551,32000,2,1,2,120.0,20.0,5.0,True,True,False,حي العارض,normal_marketer,4.65,32,False
1552,28000,3,1,2,120.0,15.0,2.0,False,False,False,حي المونسية,owner,5.0,27,True
1555,30000,1,1,1,50.0,30.0,4.0,True,True,False,حي الياسمين,owner,4.52,62,False
1556,42000,3,1,3,140.0,15.0,7.0,True,True,False,حي الياسمين,exclusive_marketer,4.43,42,True
1564,32000,2,1,1,90.0,20.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,18,False
1566,55000,3,1,2,200.0,36.0,1.0,True,True,False,حي النرجس,normal_marketer,4.47,6,True
1568,55000,4,1,3,125.0,30.0,1.0,True,True,False,حي العارض,exclusive_marketer,4.39,34,False
1588,65000,3,2,3,178.0,42.0,0.0,False,True,False,حي المونسية,exclusive_marketer,4.26,33,False
1591,37000,3,1,3,325.0,15.0,3.0,False,False,False,حي النرجس,agent,4.54,18,True
1592,27000,1,1,1,60.0,29.0,4.0,True,True,False,حي النرجس,owner,4.52,74,False
1594,30000,2,1,1,150.0,30.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,3.4,46,False
1604,65000,5,1,2,140.0,28.0,10.0,True,False,True,حي الياسمين,owner,0.0,42,False
1605,45000,4,1,2,150.0,15.0,2.0,True,True,False,حي النرجس,exclusive_marketer,4.54,35,False
1607,50000,4,1,3,160.0,15.0,1.0,True,True,False,حي العارض,normal_marketer,3.94,24,False
1608,28000,1,1,1,50.0,27.0,0.0,True,True,True,حي اليرموك,exclusive_marketer,4.43,71,False
1609,75000,3,1,3,166.0,32.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.31,33,False
1611,21000,1,1,1,150.0,40.0,4.0,True,True,False,حي اليرموك,exclusive_marketer,0.0,54,True
1613,55000,3,1,2,100.0,30.0,1.0,True,True,False,حي النرجس,exclusive_marketer,4.2,12,True
1614,74000,3,1,3,171.0,32.0,0.0,True,True,False,حي النرجس,owner,4.43,67,True
1615,43000,2,1,4,130.0,30.0,3.0,True,True,False,حي العارض,normal_marketer,4.39,14,True
1619,40000,3,1,2,180.0,20.0,4.0,True,True,False,حي قرطبة,normal_marketer,4.19,9,True
1620,50000,3,1,3,160.0,18.0,0.0,True,True,False,حي العارض,normal_marketer,3.74,18,True
